Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,item_avg_sales,Item_Sales_Deviation,Performance_Label,Predicted_Label
FDA26,7.855,Regular,0.073906461,Dairy,218.4482,OUT035,2004,Small,Tier 2,Supermarket Type1,4819.0604,21,3012.583850881844,1806.4765491181565,2,2
FDP38,10.1,Low Fat,0.032283676,Canned,52.2008,OUT017,2007,Small,Tier 2,Supermarket Type1,759.012,18,635.9720676467836,123.03993235321639,0,0
FDT22,10.395,Low Fat,0.11207602,Snack Foods,58.022,OUT035,2004,Small,Tier 2,Supermarket Type1,659.142,21,904.4369251525696,-245.2949251525696,0,0
FDA50,16.25,Low Fat,0.087668236,Dairy,94.941,OUT017,2007,Small,Tier 2,Supermarket Type1,1737.738,18,1232.619558898566,505.118441101434,1,1
FDY10,17.6,Low Fat,0.049067877,Snack Foods,115.6176,OUT046,1997,Small,Tier 1,Supermarket Type1,2519.3872,28,1803.0221837121865,716.3650162878137,1,1
FDC09,15.5,Regular,0.026355345,Fruits and Vegetables,100.8332,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.998,23,1295.6884005450975,242.30959945490258,1,1
FDT19,7.59,Regular,0.145631695,Fruits and Vegetables,172.808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404,16,2728.0053168733557,-477.6013168733557,1,1
FDO34,17.7,Low Fat,0.029793955,Snack Foods,167.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744,40,3001.063750380708,2703.5106496192925,2,2
NCV54,11.1,Low Fat,0.033160417,Household,119.6124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2251.7356,26,1494.8241952907883,756.9114047092116,1,1
FDH57,10.895,Low Fat,0.035574413,Fruits and Vegetables,131.4284,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644,40,1850.4788510717613,3554.4855489282386,2,2
FDA28,16.1,Regular,0.047801883,Frozen Foods,127.4362,OUT046,1997,Small,Tier 1,Supermarket Type1,2265.0516,28,1797.0135970851538,468.03800291484595,1,1
FDB05,5.155,Low Fat,0.083198341,Frozen Foods,246.0776,OUT046,1997,Small,Tier 1,Supermarket Type1,990.7104,28,2625.4076956705208,-1634.6972956705208,0,0
FDK45,11.65,Low Fat,0.059281315,Seafood,111.586,OUT019,1985,Small,Tier 1,Grocery Store,339.558,40,1706.0254888049135,-1366.4674888049135,0,0
DRH01,17.5,Low Fat,0.171417316,Soft Drinks,173.0738,OUT019,1985,Small,Tier 1,Grocery Store,347.5476,40,2613.399094192159,-2265.851494192159,0,0
FDY52,6.365,Low Fat,0.007348286,Frozen Foods,62.8536,OUT046,1997,Small,Tier 1,Supermarket Type1,796.2968,28,781.3455827499936,14.95121725000638,0,0
FDR48,11.65,Low Fat,0.07030343626048781,Baking Goods,152.6024,OUT035,2004,Small,Tier 2,Supermarket Type1,303.6048,21,1706.2074295821749,-1402.6026295821748,0,0
FDY15,18.25,Regular,0.170795745,Dairy,154.463,OUT035,2004,Small,Tier 2,Supermarket Type1,2190.482,21,2160.3395437604136,30.14245623958641,1,1
FDM51,11.8,Regular,0.025966531,Meat,102.2674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176,26,1482.6223262661308,962.195273733869,1,1
FDR43,18.2,Low Fat,0.161489509,Fruits and Vegetables,37.619,OUT046,1997,Small,Tier 1,Supermarket Type1,366.19,28,527.4782251067362,-161.2882251067362,0,0
FDW09,13.65,Regular,0.025899245,Snack Foods,81.1302,OUT013,1987,High,Tier 3,Supermarket Type1,792.302,38,983.746743544916,-191.44474354491592,0,0
FDV44,8.365,Regular,0.039906377,Fruits and Vegetables,191.3188,OUT049,1999,Medium,Tier 1,Supermarket Type1,1713.7692,26,2746.2155669030153,-1032.4463669030154,1,1
DRH37,17.6,Low Fat,0.072864869,Soft Drinks,165.2526,OUT019,1985,Small,Tier 1,Grocery Store,822.263,40,2180.0513655206123,-1357.7883655206124,0,0
FDZ47,20.7,Regular,0.079419755,Baking Goods,99.8042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.063,26,1380.3503741961017,107.71262580389839,1,1
NCP43,17.75,Low Fat,0.03050705,Others,180.366,OUT046,1997,Small,Tier 1,Supermarket Type1,2336.958,28,2514.0875861298937,-177.1295861298936,1,1
FDL26,18.0,Low Fat,0.073490977,Canned,157.3972,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986,16,2603.162049313818,-1824.176049313818,0,1
DRM35,9.695,Low Fat,0.070843019,Hard Drinks,177.7344,OUT017,2007,Small,Tier 2,Supermarket Type1,1605.9096,18,3281.04897271154,-1675.13937271154,1,1
FDM39,6.42,Low Fat,0.053688479,Dairy,178.3002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2328.3026,16,2864.7197314134705,-536.4171314134705,1,1
DRD15,10.6,Low Fat,0.056911107,Dairy,233.9642,OUT045,2002,Small,Tier 2,Supermarket Type1,3717.8272,23,2810.462810766167,907.3643892338332,2,2
NCK06,5.03,Low Fat,0.014472516,Household,122.0756,OUT010,1998,Small,Tier 3,Grocery Store,121.1756,27,1743.8555587665974,-1622.6799587665973,0,0
FDV04,7.825,Regular,0.150319469,Frozen Foods,156.9288,OUT045,2002,Small,Tier 2,Supermarket Type1,1571.288,23,1558.5217006740575,12.766299325942555,1,1
FDG46,8.63,Regular,0.032750291,Snack Foods,112.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,5351.0346,40,1974.4350138680056,3376.5995861319943,2,2
FDO19,17.7,Regular,0.016622448,Fruits and Vegetables,50.2034,OUT049,1999,Medium,Tier 1,Supermarket Type1,1166.4816,26,982.8687555555557,183.61284444444436,1,1
NCN05,8.235,Low Fat,0.014482153,Health and Hygiene,182.295,OUT049,1999,Medium,Tier 1,Supermarket Type1,3661.9,26,2805.2641597277516,856.6358402722485,2,2
DRA12,11.6,Low Fat,0.07030343626048781,Soft Drinks,141.6154,OUT045,2002,Small,Tier 2,Supermarket Type1,3829.0158,23,2016.2590816234815,1812.7567183765186,2,2
FDJ02,17.2,Regular,0.025205909,Canned,149.1418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1177.1344,26,1900.1965114019251,-723.0621114019252,1,1
NCK17,11.0,Low Fat,0.037971697,Health and Hygiene,38.948,OUT045,2002,Small,Tier 2,Supermarket Type1,519.324,23,578.868163116754,-59.54416311675402,0,0
FDO58,19.6,Low Fat,0.039544237,Snack Foods,163.6526,OUT013,1987,High,Tier 3,Supermarket Type1,1151.1682,38,2281.55892622286,-1130.39072622286,1,1
FDB22,8.02,Low Fat,0.111613921,Snack Foods,152.6998,OUT049,1999,Medium,Tier 1,Supermarket Type1,3383.5956,26,2173.9783861286787,1209.6172138713214,2,2
FDG33,5.365,Regular,0.140524691,Seafood,172.7764,OUT045,2002,Small,Tier 2,Supermarket Type1,2233.0932,23,2284.62612,-51.532920000000104,1,1
FDK58,11.35,Regular,0.045073782,Snack Foods,101.9016,OUT045,2002,Small,Tier 2,Supermarket Type1,2631.2416,23,1771.771059919166,859.4705400808339,1,1
DRH49,19.7,Low Fat,0.043168763,Soft Drinks,82.8592,OUT019,1985,Small,Tier 1,Grocery Store,165.1184,40,881.3313960620565,-716.2129960620564,0,0
FDT43,16.35,Low Fat,0.020547951,Fruits and Vegetables,51.2324,OUT046,1997,Small,Tier 1,Supermarket Type1,571.2564,28,644.0870000985225,-72.8306000985225,0,0
NCR38,17.25,Low Fat,0.113694957,Household,253.4724,OUT049,1999,Medium,Tier 1,Supermarket Type1,6040.1376,26,3915.6028638913986,2124.5347361086015,2,2
DRI39,13.8,Low Fat,0.097043739,Dairy,57.493,OUT035,2004,Small,Tier 2,Supermarket Type1,1358.232,21,1092.1561678709372,266.07583212906275,1,1
NCZ05,8.485,Low Fat,0.058121214,Health and Hygiene,104.499,OUT035,2004,Small,Tier 2,Supermarket Type1,1238.388,21,1257.5481572683798,-19.160157268379862,1,1
FDU21,11.8,Regular,0.07665661,Snack Foods,32.3558,OUT013,1987,High,Tier 3,Supermarket Type1,169.779,38,399.2819866297357,-229.5029866297357,0,0
NCP54,15.35,Low Fat,0.035204319,Household,122.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,2832.979,26,2155.2092960505333,677.7697039494665,1,1
NCX29,10.0,Low Fat,0.089333332,Health and Hygiene,145.6102,OUT045,2002,Small,Tier 2,Supermarket Type1,2624.5836,23,2175.3155455755414,449.26805442445857,1,1
FDV01,19.2,Regular,0.07030343626048781,Canned,153.3314,OUT017,2007,Small,Tier 2,Supermarket Type1,3257.7594,18,2465.441014624929,792.3183853750711,2,2
NCS17,18.6,Low Fat,0.080956792,Health and Hygiene,95.2436,OUT017,2007,Small,Tier 2,Supermarket Type1,1796.3284,18,1883.4622518978383,-87.13385189783821,1,1
NCN07,18.5,Low Fat,0.03391645,Others,130.9284,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692,38,1557.7168978148122,156.05230218518773,1,1
FDB14,20.25,Regular,0.102704495,Canned,94.312,OUT035,2004,Small,Tier 2,Supermarket Type1,2982.784,21,1477.2402815081184,1505.5437184918817,1,1
NCJ18,12.35,Low Fat,0.163910938,Household,119.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1303.6364,21,1822.2682565697214,-518.6318565697213,1,1
FDF57,14.5,Regular,0.058827383,Fruits and Vegetables,172.2448,OUT046,1997,Small,Tier 1,Supermarket Type1,2897.5616,28,2345.0489000107245,552.5126999892755,1,1
DRG01,14.8,Low Fat,0.044840933,Soft Drinks,78.367,OUT013,1987,High,Tier 3,Supermarket Type1,918.804,38,1157.564813116292,-238.76081311629207,0,0
FDA02,14.0,Regular,0.029843736,Dairy,143.9786,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716,16,1684.5784600033614,-817.7068600033615,0,0
DRJ37,10.8,Low Fat,0.061446997,Soft Drinks,150.4024,OUT017,2007,Small,Tier 2,Supermarket Type1,2884.2456,18,2364.3635866192053,519.8820133807949,1,1
NCP55,14.65,Low Fat,0.011180713,Others,53.8614,OUT013,1987,High,Tier 3,Supermarket Type1,221.0456,38,686.0209688847278,-464.9753688847278,0,0
FDW45,18.0,Low Fat,0.038822077,Snack Foods,147.7418,OUT027,1985,Medium,Tier 3,Supermarket Type3,1618.5598,40,2351.1335934993285,-732.5737934993285,1,1
FDK38,6.65,Low Fat,0.053397989,Canned,149.3734,OUT045,2002,Small,Tier 2,Supermarket Type1,296.9468,23,1998.64702854492,-1701.70022854492,0,0
NCZ30,6.59,Low Fat,0.043828293,Household,121.4098,OUT010,1998,Small,Tier 3,Grocery Store,241.0196,27,1638.9588617526867,-1397.9392617526867,0,0
FDK08,9.195,Regular,0.214139786,Fruits and Vegetables,102.4016,OUT019,1985,Small,Tier 1,Grocery Store,202.4032,40,1243.8096398696655,-1041.4064398696655,0,0
DRY23,9.395,Regular,0.109075742,Soft Drinks,42.9112,OUT035,2004,Small,Tier 2,Supermarket Type1,426.112,21,521.2451508997393,-95.13315089973929,0,0
FDT31,19.75,Low Fat,0.012448294,Fruits and Vegetables,188.2872,OUT046,1997,Small,Tier 1,Supermarket Type1,2647.2208,28,2622.084445167118,25.13635483288226,1,1
FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,2009,Medium,Tier 3,Supermarket Type2,2503.408,16,1824.5043257028308,678.9036742971691,1,1
NCG19,20.25,Low Fat,0.14781046,Household,234.8616,OUT013,1987,High,Tier 3,Supermarket Type1,2812.3392,38,3070.23373830851,-257.89453830851016,1,1
NCR30,20.6,Low Fat,0.071136948,Household,76.3696,OUT045,2002,Small,Tier 2,Supermarket Type1,372.848,23,733.5331959044454,-360.6851959044454,0,0
FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,2002,Small,Tier 2,Supermarket Type1,2612.5992,23,2646.757034033547,-34.157834033546806,1,1
FDQ01,19.7,Regular,0.16102755,Canned,254.1014,OUT045,2002,Small,Tier 2,Supermarket Type1,4845.0266,23,3707.4224385123885,1137.6041614876117,2,2
FDO22,13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,1998,Small,Tier 3,Grocery Store,159.792,27,1082.271476106033,-922.4794761060331,0,0
DRE13,6.28,Low Fat,0.027761289,Soft Drinks,85.8198,OUT045,2002,Small,Tier 2,Supermarket Type1,872.198,23,1184.9683717568148,-312.7703717568148,0,0
FDL44,18.25,Low Fat,0.012272797,Fruits and Vegetables,160.2894,OUT035,2004,Small,Tier 2,Supermarket Type1,3235.788,21,2602.3464719448416,633.4415280551584,2,2
FDT34,9.3,Low Fat,0.174317307,Snack Foods,106.7964,OUT035,2004,Small,Tier 2,Supermarket Type1,841.5712,21,1398.5982961511495,-557.0270961511495,0,0
DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422,OUT035,2004,Small,Tier 2,Supermarket Type1,1379.5376,21,2708.2721144822294,-1328.7345144822293,1,1
FDF32,16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426,OUT045,2002,Small,Tier 2,Supermarket Type1,3559.3668,23,2612.98441754273,946.3823824572696,2,2
NCE18,10.0,Low Fat,0.021468792,Household,251.675,OUT045,2002,Small,Tier 2,Supermarket Type1,4244.475,23,4516.4218067274505,-271.94680672745017,2,2
FDA51,8.05,Regular,0.163882129,Dairy,113.2518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554,40,1721.442026367654,1694.111973632346,2,2
DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,118.344,OUT017,2007,Small,Tier 2,Supermarket Type1,3115.944,18,1881.8531345515598,1234.0908654484401,2,2
FDT48,4.92,Low Fat,0.046026479,Baking Goods,196.5084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3769.7596,26,3081.975176706975,687.7844232930247,2,2
DRG11,6.385,Low Fat,0.07030343626048781,Hard Drinks,108.9596,OUT046,1997,Small,Tier 1,Supermarket Type1,1186.4556,28,1602.4040578604427,-415.94845786044266,1,1
FDE58,18.5,Low Fat,0.052149675,Snack Foods,118.3124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1540.6612,26,2018.644888242856,-477.98368824285603,1,1
DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,1987,High,Tier 3,Supermarket Type1,2552.6772,38,2016.2590816234815,536.4181183765186,1,1
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,2007,Small,Tier 2,Supermarket Type1,1619.2256,18,1625.8636665611846,-6.638066561184587,1,1
FDT10,16.7,Regular,0.062170334,Snack Foods,60.9562,OUT045,2002,Small,Tier 2,Supermarket Type1,829.5868,23,736.7137502012401,92.8730497987599,0,0
FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816,38,2023.1420777348076,-856.6604777348075,1,1
FDC32,18.35,Low Fat,0.099309997,Fruits and Vegetables,91.4462,OUT045,2002,Small,Tier 2,Supermarket Type1,1665.8316,23,1088.135748775642,577.695851224358,1,1
FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,2007,Small,Tier 2,Supermarket Type1,2876.256,18,2112.00591815151,764.25008184849,1,1
NCH18,9.3,Low Fat,0.044843161,Household,246.1802,OUT018,2009,Medium,Tier 3,Supermarket Type2,2702.4822,16,3107.866451483222,-405.3842514832222,1,1
DRE37,13.5,Low Fat,0.164966345,Soft Drinks,189.4872,OUT019,1985,Small,Tier 1,Grocery Store,189.0872,40,2499.6625231285043,-2310.5753231285044,0,0
DRC13,8.26,Regular,0.032435437,Soft Drinks,124.873,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.152,21,1758.0966044805496,1198.0553955194505,1,1
FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812,28,3397.609711987957,4734.471488012043,2,2
FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,2009,Medium,Tier 3,Supermarket Type2,1541.9928,16,5214.803089391466,-3672.8102893914656,1,1
NCW29,14.0,Low Fat,0.028723187,Health and Hygiene,131.831,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268,40,1652.1483224015487,1983.1196775984513,2,2
NCT05,10.895,Low Fat,0.020994339,Health and Hygiene,255.6672,OUT045,2002,Small,Tier 2,Supermarket Type1,4346.3424,23,3795.949829638765,550.3925703612354,2,2
FDN50,16.85,Regular,0.026561057,Canned,93.712,OUT049,1999,Medium,Tier 1,Supermarket Type1,466.06,26,1205.8467286173561,-739.7867286173562,0,0
FDU60,20.0,Regular,0.100262068,Baking Goods,169.6132,OUT010,1998,Small,Tier 3,Grocery Store,169.1132,27,2815.041982551523,-2645.928782551523,0,0
FDX02,16.0,Low Fat,0.057012606,Dairy,225.0404,OUT013,1987,High,Tier 3,Supermarket Type1,5851.0504,38,3843.299975305436,2007.7504246945641,2,2
FDL34,16.0,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,1999,Medium,Tier 1,Supermarket Type1,2681.8424,26,3140.5786,-458.7361999999998,1,1
DRF27,8.93,Low Fat,0.028578012,Dairy,152.234,OUT017,2007,Small,Tier 2,Supermarket Type1,3828.35,18,2157.9842572444395,1670.3657427555604,2,2
FDZ35,9.6,Regular,0.07030343626048781,Breads,101.699,OUT049,1999,Medium,Tier 1,Supermarket Type1,2373.577,26,1942.430386589756,431.1466134102443,1,1
DRF03,19.1,Low Fat,0.045088724,Dairy,39.7138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1096.5726,40,539.9349889635487,556.6376110364513,1,1
NCO41,12.5,Low Fat,0.018757586,Health and Hygiene,96.9384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2167.8448,40,1664.7754348586554,503.0693651413444,1,1
FDQ59,9.8,Regular,0.056500895,Breads,85.8908,OUT045,2002,Small,Tier 2,Supermarket Type1,1845.5976,23,1316.6916303389394,528.9059696610607,1,1
NCZ53,9.6,Low Fat,0.024576875,Health and Hygiene,186.6214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.214,16,3020.639394751268,-1136.425394751268,1,1
FDZ33,10.195,Low Fat,0.188038372,Snack Foods,146.4076,OUT019,1985,Small,Tier 1,Grocery Store,147.8076,40,1858.7307305009267,-1710.9231305009266,0,0
FDD34,7.945,Low Fat,0.015908485,Snack Foods,161.421,OUT045,2002,Small,Tier 2,Supermarket Type1,3425.541,23,2560.387065510823,865.1539344891771,2,2
NCM06,7.475,Low Fat,0.075845634,Household,156.0656,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872,26,2232.4816065397576,-378.8944065397577,1,1
FDY43,14.85,Low Fat,0.098803088,Fruits and Vegetables,169.7474,OUT018,2009,Medium,Tier 3,Supermarket Type2,673.7896,16,2467.5547655572686,-1793.7651655572686,0,1
DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,1998,Small,Tier 3,Grocery Store,172.4422,27,2708.2721144822294,-2535.8299144822295,0,0
FDT20,10.5,Low Fat,0.041459804,Fruits and Vegetables,39.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,540.6296,26,670.4313437345172,-129.80174373451723,0,0
FDG46,8.63,Regular,0.032882271,Snack Foods,113.5518,OUT013,1987,High,Tier 3,Supermarket Type1,2732.4432,38,1974.4350138680056,758.0081861319945,1,1
FDH10,21.0,Low Fat,0.049583899,Snack Foods,193.8478,OUT017,2007,Small,Tier 2,Supermarket Type1,1162.4868,18,2041.1037899598837,-878.6169899598838,1,1
FDF24,15.5,Regular,0.02536567,Baking Goods,82.7934,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401,21,1483.5392455562044,-255.1382455562043,1,1
FDG57,14.7,Low Fat,0.07229836,Fruits and Vegetables,48.2034,OUT046,1997,Small,Tier 1,Supermarket Type1,874.8612,28,697.734127976818,177.1270720231821,0,0
FDN44,13.15,Low Fat,0.022924552,Fruits and Vegetables,157.892,OUT017,2007,Small,Tier 2,Supermarket Type1,1917.504,18,2804.599003132912,-887.0950031329121,1,1
FDD32,17.7,Regular,0.040897932,Fruits and Vegetables,82.6276,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484,38,1058.338448361748,-327.29004836174806,0,0
FDI04,13.65,Regular,0.127660257,Frozen Foods,198.5426,OUT019,1985,Small,Tier 1,Grocery Store,790.9704,40,2801.076182464348,-2010.105782464348,0,0
FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,4264.449,28,2143.5479737186356,2120.901026281364,2,2
DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,2007,Small,Tier 2,Supermarket Type1,1480.0734,18,2448.2366788104555,-968.1632788104555,1,1
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,2007,Small,Tier 2,Supermarket Type1,1581.275,18,927.6168518138397,653.6581481861604,1,1
FDT13,14.85,Low Fat,0.018568129,Canned,188.2214,OUT035,2004,Small,Tier 2,Supermarket Type1,3014.7424,21,2848.9515211739313,165.79087882606882,2,2
FDY56,16.35,Regular,0.062109174,Fruits and Vegetables,223.7062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4965.5364,40,3778.808585468013,1186.727814531987,2,2
FDB51,6.92,Low Fat,0.038671588,Dairy,64.2852,OUT017,2007,Small,Tier 2,Supermarket Type1,438.0964,18,923.0226204903688,-484.9262204903688,0,0
NCY29,13.65,Low Fat,0.077169841,Health and Hygiene,55.593,OUT013,1987,High,Tier 3,Supermarket Type1,282.965,38,724.0614206139843,-441.0964206139843,0,0
FDL34,16.0,Low Fat,0.041028937,Snack Foods,142.6496,OUT045,2002,Small,Tier 2,Supermarket Type1,1834.9448,23,3140.5786,-1305.6337999999998,1,1
NCQ38,16.35,Low Fat,0.013387211,Others,105.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28,26,1404.1577400176586,-338.87774001765865,1,1
NCR41,17.85,Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,1985,Medium,Tier 3,Supermarket Type3,4189.2136,40,1766.828692240934,2422.3849077590658,2,2
FDY24,4.88,Regular,0.223440258,Baking Goods,52.2298,OUT010,1998,Small,Tier 3,Grocery Store,161.7894,27,889.590108956358,-727.800708956358,0,0
NCA42,6.965,Low Fat,0.07030343626048781,Household,159.6604,OUT045,2002,Small,Tier 2,Supermarket Type1,3327.6684,23,2654.1859657496943,673.4824342503057,2,2
FDB11,16.0,Low Fat,0.060942632,Starchy Foods,225.6404,OUT049,1999,Medium,Tier 1,Supermarket Type1,2925.5252,26,3987.0472547735344,-1061.5220547735344,1,1
FDG26,18.85,Low Fat,0.042641788,Canned,257.833,OUT035,2004,Small,Tier 2,Supermarket Type1,5382.993,21,3671.7497946060716,1711.2432053939287,2,2
FDH24,20.7,Low Fat,0.021427082,Baking Goods,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.288,21,2290.1140168617308,-718.8260168617307,1,1
FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,1987,High,Tier 3,Supermarket Type1,1427.4752,38,1211.9256280237944,215.5495719762057,1,1
FDT52,9.695,Regular,0.047697859,Frozen Foods,244.6144,OUT017,2007,Small,Tier 2,Supermarket Type1,2695.1584,18,3348.4343248182395,-653.2759248182397,1,2
FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,2007,Small,Tier 2,Supermarket Type1,314.2576,18,489.6516092488895,-175.39400924888946,0,0
FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,2960.1468,28,2281.55892622286,678.58787377714,1,1
FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,1997,Small,Tier 1,Supermarket Type1,1158.492,28,857.5570667045813,300.93493329541866,1,1
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,2002,Small,Tier 2,Supermarket Type1,3502.108,23,3025.020624344215,477.0873756557853,2,2
FDW50,13.1,Low Fat,0.075515154,Dairy,167.2158,OUT013,1987,High,Tier 3,Supermarket Type1,3008.0844,38,1919.197213779873,1088.8871862201272,2,2
FDK43,9.8,Low Fat,0.046994717,Meat,125.802,OUT019,1985,Small,Tier 1,Grocery Store,253.004,40,2022.0395948058479,-1769.035594805848,0,0
FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716,16,2089.6136257826465,-1222.7420257826466,0,0
FDE29,8.905,Low Fat,0.143129124,Frozen Foods,58.8878,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682,28,907.0422160764514,244.1259839235487,1,1
NCN07,18.5,Low Fat,0.034013539,Others,133.2284,OUT045,2002,Small,Tier 2,Supermarket Type1,2768.3964,23,1557.7168978148122,1210.6795021851879,1,1
FDB37,20.25,Regular,0.022921735,Baking Goods,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,3364.9532,38,4582.891994477232,-1217.9387944772325,2,2
FDD21,10.3,Regular,0.030616757,Fruits and Vegetables,112.7176,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528,26,2546.9808763620154,-2203.4280763620154,0,0
FDX16,17.85,Low Fat,0.06575528,Frozen Foods,151.505,OUT013,1987,High,Tier 3,Supermarket Type1,2546.685,38,2250.2811053983387,296.40389460166125,1,1
FDN46,7.21,Regular,0.144856342,Snack Foods,100.5332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1127.8652,26,1801.0364138497125,-673.1712138497126,1,1
FDV28,16.1,Regular,0.267352587,Frozen Foods,34.9558,OUT010,1998,Small,Tier 3,Grocery Store,67.9116,27,462.9953720607223,-395.08377206072225,0,0
FDR48,11.65,Low Fat,0.130867413,Baking Goods,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.2696,40,1706.2074295821749,2696.0621704178247,2,2
FDW37,19.2,Low Fat,0.123449671,Canned,89.7488,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248,40,1361.9884667557374,539.5363332442626,1,1
FDV40,17.35,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038,21,893.3142487560215,-154.27624875602146,0,0
FDZ57,10.0,Regular,0.037918142,Snack Foods,129.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1413.4934,16,1416.9705947679734,-3.4771947679732875,1,1
FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,1999,Medium,Tier 1,Supermarket Type1,2993.4368,26,3108.8363456217953,-115.39954562179537,1,1
FDX45,16.75,Low Fat,0.105018817,Snack Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,1721.093,26,2379.0889097596055,-657.9959097596054,1,1
FDB33,17.75,Low Fat,0.014577412,Fruits and Vegetables,160.7262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716,21,2688.5435839133656,175.7280160866344,1,1
FDT58,9.0,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,1998,Small,Tier 3,Grocery Store,503.3448,27,2136.537886047878,-1633.193086047878,0,0
FDM39,6.42,Low Fat,0.053553794,Dairy,178.6002,OUT049,1999,Medium,Tier 1,Supermarket Type1,3582.004,26,2864.7197314134705,717.2842685865294,2,2
NCY41,16.75,Low Fat,0.075889215,Health and Hygiene,37.6532,OUT045,2002,Small,Tier 2,Supermarket Type1,575.2512,23,585.3882493958479,-10.13704939584784,0,0
NCL31,7.39,Low Fat,0.120280989,Others,142.747,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234,28,2926.5608888888887,222.6731111111112,2,2
